gx,gy,gz,time,ang
-229,11,-7,479891935,0.009333347444931823
-237,14,-9,479892470,0.009901293482038841
-236,24,-15,479893022,0.010414042005776126
-246,39,-7,479900195,0.01660969109186992
-245,39,-3,479900730,0.017084091062412026
-242,33,3,479901293,0.01760151172554297
-242,29,4,479901850,0.018138297979950962
-267,65,-4,479908221,0.02408646029877935
-268,112,-9,479917401,0.03183378142432058
-267,108,-5,479917959,0.03239905530733722
-271,98,0,479918568,0.03307585187990602
-268,92,1,479919126,0.033684416817580505
-242,81,-16,479924682,0.037867867856495596
-240,84,-7,479925218,0.038253287228879176
-232,133,-8,479934424,0.044049779372475804
-224,135,-4,479934980,0.04439423959321671
-209,140,-5,479936065,0.04485205485324287
-153,144,-6,479944196,0.042807428846303335
-146,136,-3,479944731,0.042682170775014815
-139,117,0,479945855,0.042205365044622765
-102,104,-13,479952191,0.036568720229750586
-102,95,-24,479952725,0.03612995606831007
-104,96,-32,479953288,0.03570642803879667
-102,102,-36,479953850,0.03531978620645512
-82,71,-16,479961409,0.027288492851011262
-89,65,-20,479961956,0.026841376604215966
-90,63,-21,479962490,0.026416974500849767
-97,64,-21,479963058,0.026023868671207498
-126,25,-19,479968657,0.020986918160029042
-125,25,-21,479969214,0.020542060945145216
-164,7,-28,479974709,0.01663377167520848
-171,-18,-36,479976364,0.015429999115010957
-237,-52,-52,479984071,0.018882199118812164
-243,-55,-51,479984605,0.019616697725799957
-245,-59,-44,479985168,0.020400822670608342
-249,-69,-41,479985736,0.021258310898155202
-304,-82,-36,479991667,0.03531198901427173
-302,-82,-38,479992203,0.03671482496113593
-417,8,-7,480001370,0.06466811266371968
-428,16,-5,480001969,0.06669293884743192
-419,22,-9,480003058,0.07025341227746067
-497,12,-17,480011394,0.10798340708535896
-501,20,-25,480011953,0.11058363146143704
-510,25,-30,480012487,0.11313291696031466
-516,24,-27,480013047,0.11585549497540686
-468,37,-40,480021404,0.15091230435883204
-464,39,-36,480021953,0.1531867237222616
-458,45,-36,480022488,0.15534453719517513
-452,41,-31,480023059,0.15760150957654215
-407,53,-22,480028215,0.17430178358172685
-372,134,12,480037395,0.19643520004025836
-372,131,6,480037953,0.1978328007010504
-370,125,0,480038544,0.19931621729877716
-362,130,5,480039114,0.20066899867607677
-323,131,-6,480043669,0.2090238264194761
-314,136,-7,480044205,0.20994096297535017
-210,151,-14,480053347,0.21153117158911824
-209,147,-10,480053968,0.2116521267424079
-196,134,1,480055106,0.21164796727293342
-118,114,-2,480063398,0.20218690193690672
-123,107,1,480063954,0.20159881605819438
-122,90,6,480065048,0.20042680274687039
-133,73,-4,480072038,0.19433107081973927
-134,77,-9,480072573,0.19387737109694445
-136,76,-13,480073132,0.19342560272027803
-134,74,-11,480073667,0.19297545860517457
-146,51,3,480081402,0.18774763819215548
-153,53,1,480081959,0.1874325529344227
-160,60,-3,480082493,0.18718869805026372
-165,62,-4,480083058,0.1869736710152031
-210,44,-6,480088683,0.1887672710760449
-216,45,-6,480089219,0.18898712933266082
-262,39,-11,480098360,0.19925905753678919
-268,29,-9,480098986,0.2000261081320081
-270,20,-8,480100114,0.20145421646774753
-301,23,-23,480108410,0.21612090953392643
-298,20,-21,480108959,0.21706997141111736
-301,20,-16,480110052,0.21899790891300056
-313,40,-26,480117172,0.23276698663680764
-316,44,-29,480117707,0.23382581077228848
-322,43,-20,480118829,0.2361270265434754
-338,63,-19,480126194,0.25272634264417526
-338,66,-15,480126729,0.2539251712471116
-337,66,-15,480127292,0.2551783805141448
-283,58,-13,480134221,0.265046681965199
-236,83,-11,480149371,0.2752673891219117
-228,77,-12,480149929,0.27558407709382393
-228,69,-11,480150463,0.27589204676619805
-231,66,-16,480151088,0.2762900656877355
-222,61,-34,480156675,0.2793548298747479
-219,62,-34,480157211,0.27962478922543627
-168,44,-29,480166419,0.27738636699512775
-167,45,-28,480167015,0.27723357619111977
-179,46,-19,480177451,0.2762204500015897
-247,73,-16,480186359,0.2839253248940737
-245,72,-15,480186917,0.2843911076552395
-242,66,-22,480188042,0.28531238008725995
-253,40,-33,480196418,0.2941864828094777
-251,41,-33,480197036,0.29482314727483616
-199,9,-42,480206379,0.29815179761760435
-198,8,-41,480206935,0.29835062492661807
-199,9,-38,480207470,0.2985447118812441
-205,16,-31,480208023,0.2987744184629663
-165,5,-35,480215192,0.29790013188261427
-169,14,-33,480215727,0.29785849285179355
-171,12,-31,480216289,0.29783161578626455
-174,9,-30,480216850,0.29783326933299653
-144,55,-27,480223222,0.29420923737235183
-162,82,-3,480232400,0.2899742079333985
-166,82,-8,480232958,0.28975928944976936
-172,82,-17,480233571,0.2895962042175452
-176,81,-20,480234128,0.2894880483333981
-159,70,-15,480239682,0.28710787098199037
-151,66,-11,480240219,0.2868138318769275
-105,35,-4,480249426,0.2762570030086931
-99,38,-8,480249978,0.2755853628804485
-107,49,-17,480251064,0.2743901919431298
-68,15,-20,480259409,0.2617548768514712
-70,15,-16,480259958,0.2609480750307212
-77,17,-16,480260493,0.26021308227117323
-108,44,-8,480266209,0.2541496604645749
-212,57,-13,480280867,0.25975518706478895
-214,57,-14,480281402,0.25997720042857314
-218,55,-14,480281960,0.26024475474608
-226,50,-19,480282495,0.2605838381477046
-194,2,-21,480296374,0.2662889342953729
-191,2,-25,480296932,0.2665184503458855
-194,1,-23,480297467,0.2667595888919806
