gx,gy,gz,time,ang
-191,25,4,511161819,0.43793623700122686
-199,26,7,511162354,0.43817251577433597
-199,19,11,511162893,0.4384449804675778
-204,13,13,511163457,0.4387950728556652
-248,36,13,511168432,0.4439357414129274
-246,32,17,511168968,0.44449836194018266
-313,42,13,511176790,0.4589112838689152
-321,34,10,511177325,0.459978919441752
-329,33,5,511177877,0.46113286830741046
-335,32,7,511178434,0.46234924080190487
-338,27,-2,511183447,0.4735242420053163
-339,31,-1,511183983,0.47471483964170175
-331,98,1,511191818,0.4878819466076928
-327,97,6,511192353,0.48877397775689985
-323,91,12,511192891,0.48967500640303285
-324,88,16,511193459,0.49065348076691695
-320,91,24,511199437,0.500729278707973
-307,96,20,511199974,0.5015208561813883
-262,46,25,511209177,0.5125461749838592
-263,46,23,511209778,0.5132705626301115
-257,38,21,511210874,0.5145498802237883
-237,60,10,511219167,0.5205441005716813
-232,60,-2,511219722,0.5208851120532049
-221,63,1,511220257,0.5211297631055963
-213,65,8,511220808,0.5213284512376649
-207,33,15,511229162,0.5255250664524477
-220,41,15,511235847,0.5297325004724881
-216,44,15,511236382,0.5300305100324785
-218,44,20,511236944,0.5303685550909136
-216,45,21,511237479,0.5306745052198433
-208,63,15,511243445,0.5326450680099127
-209,61,20,511243981,0.5328457155295735
-190,74,15,511251816,0.5330029296501072
-188,70,6,511252350,0.5329956690942433
-182,68,5,511252887,0.5329498113229041
-171,74,6,511253435,0.5328033748343205
-167,96,28,511259434,0.5305441967002642
-163,104,27,511259971,0.53028584720706
-217,143,48,511269179,0.531208875842462
-220,140,43,511269778,0.5313036918228002
-221,148,43,511270871,0.5314439478684045
-274,50,33,511279165,0.5428912961216766
-273,45,36,511279720,0.5436729508075154
-279,39,33,511280254,0.5444805138137913
-283,36,32,511280806,0.5453525654644249
-280,8,28,511289169,0.5594428763884625
-221,55,23,511295821,0.5633962233942178
-226,53,20,511296356,0.5637502382974541
-234,54,20,511296894,0.5641613062693747
-243,57,28,511297428,0.5646424564848805
-261,87,44,511303441,0.5708925225056721
-263,92,43,511303977,0.5714488865589463
-257,92,21,511312776,0.5791017140500276
-257,88,17,511313326,0.5795854402469774
-260,83,19,511313911,0.5801451033757091
-260,80,30,511314446,0.5806907180465384
-246,82,29,511319432,0.584758536412707
-251,85,33,511319968,0.5852336551542597
-195,93,36,511329179,0.5861282564901636
-195,92,40,511329802,0.5862057829701014
-196,83,40,511330890,0.5864088123517658
-192,70,36,511339160,0.5879490199513728
-193,73,43,511339716,0.5880704571382417
-193,70,49,511340251,0.5882106469098465
-195,67,59,511348180,0.5910360337958851
-168,72,38,511354834,0.5901953136986191
-168,79,37,511355368,0.5901073307415721
-165,82,39,511355904,0.5899943760385418
-160,82,39,511356439,0.5898458546148931
-184,127,43,511364152,0.5886007981823717
-192,125,48,511364710,0.5885959010614239
-198,118,51,511365245,0.5886622360679572
-202,114,52,511365828,0.5887814058631002
-211,99,50,511371435,0.5910013028619998
-212,98,55,511371971,0.5912396712478916
-208,71,46,511381195,0.5956788148968519
-213,62,43,511381797,0.5960279738429557
-209,61,40,511382892,0.5965924659292842
-183,65,42,511391162,0.5979229308038284
-176,68,44,511391717,0.5979601892419723
-164,62,42,511392803,0.597879553385094
-141,68,41,511400744,0.5946222673347011
-133,65,40,511401279,0.5943541510496131
-127,61,37,511401829,0.5940365906053163
-124,60,39,511402364,0.593715641973557
-99,65,32,511408452,0.5876929252938178
-101,68,33,511408988,0.587175801990375
-132,75,52,511416778,0.5835140362103154
-136,68,50,511417312,0.5833081416768204
-135,67,50,511417874,0.5830875657821151
-133,70,55,511418437,0.5828614028118912
-144,85,56,511424443,0.5809427419305455
-150,84,53,511424979,0.5808097459746149
-186,38,41,511434179,0.5842767861796674
-184,34,34,511434803,0.584483133555962
-188,37,31,511435873,0.5848558217695446
-209,30,40,511444172,0.5907899392016666
-202,37,37,511444719,0.5911030539031737
-197,44,40,511445254,0.5913664740009136
-198,50,42,511445814,0.59163959970174
-209,2,45,511454148,0.5991492048867496
-206,2,40,511454707,0.5996165047090006
-204,5,35,511455241,0.6000235081010203
-201,5,40,511455827,0.6004677430752828
-197,12,35,511461429,0.6040553543946183
-198,13,35,511461965,0.6044042938864337
-238,52,34,511467449,0.6095458009143547
-245,42,55,511469083,0.6115414615601634
-315,47,36,511477158,0.6272854732657983
-313,46,31,511477716,0.6283447110366496
-310,49,38,511478284,0.6294190078397726
-310,58,42,511478893,0.6305581350166017
-280,72,31,511484440,0.6380165569096942
-265,76,33,511484976,0.6386320182418339
-187,75,22,511494180,0.6394717734854017
-174,79,26,511494780,0.6394322531475032
-162,88,22,511495874,0.63911367041385
-142,87,15,511504167,0.6342722749871562
