gx,gy,gz,del_t,ang
-182,75,-3,0.010430467346004006
-197,67,-5,0.010671908982550157
-194,64,-9,0.010724903642336716
-196,62,-15,0.010821790824777478
-204,55,-18,0.012682462645174078
-210,27,-3,0.021656964851356486
-215,28,-3,0.022019857534506183
-219,34,-2,0.022336125802204506
-222,37,-2,0.02265055520745742
-209,23,-13,0.03213452518797168
-211,16,-17,0.03259695283162298
-216,10,-18,0.03314295699790784
-217,10,-18,0.03366963962896505
-222,19,-9,0.045652199622797755
-227,19,-4,0.046144238602320115
-229,19,1,0.04661512886077749
-229,25,-3,0.04707015304476387
-209,42,-3,0.05090115978175968
-201,52,-3,0.05105033001717672
-192,57,-3,0.051127348864408985
-185,54,-6,0.051208461649225254
-179,69,-5,0.05065930556797968
-177,81,-5,0.05051481609202503
-166,102,-3,0.04555505112041721
-162,98,-9,0.045247011630194844
-155,97,-15,0.044924148359670915
-149,95,-16,0.04460773175026563
-163,103,-8,0.04086495851920997
-164,99,-10,0.04056560535124164
-167,92,-12,0.03664055131141772
-169,87,-9,0.03644401936690235
-161,86,-4,0.03600830080535507
-171,87,1,0.03283919502549264
-171,84,1,0.032654806530518374
-169,86,0,0.03245941474177132
-163,85,-6,0.030545997275263085
-175,74,-12,0.02940620406550039
-184,72,-7,0.029377732435444358
-194,70,-2,0.02935292329525166
-203,66,3,0.029344702973234247
-200,60,-15,0.03085843028225037
-205,59,-10,0.030955179008149408
-200,56,-3,0.031045046746587444
-186,59,-8,0.03185048217685509
-216,30,7,0.036424078689708206
-215,34,-4,0.03671809418349659
-206,37,-15,0.03701435579170321
-203,35,-16,0.03735188297842623
-214,16,-2,0.04090192536065496
-210,22,-3,0.0412897545536039
-212,22,-12,0.048233405426905136
-201,21,-14,0.048676514393213646
-205,24,-10,0.04904640853505773
-209,26,-9,0.049410757777143245
-204,26,4,0.05214998484797845
-204,23,-2,0.052510183655480366
-213,33,-4,0.05787533649975603
-213,31,-6,0.05823469677986338
-208,32,-1,0.05885336131649879
-168,79,-11,0.056917716031129
-171,76,-10,0.05681975383198096
-176,77,-8,0.05672463983107473
-174,106,-4,0.05319239577500885
-177,99,-12,0.046357430970711426
-178,83,-6,0.046222248810695435
-175,77,-9,0.04613882555663396
-171,76,-12,0.04606225825164237
-178,82,-11,0.044498572118101425
-179,82,-12,0.04440017811483777
-181,81,-9,0.04429823069392414
-180,84,-9,0.04417733639891035
-170,79,-14,0.04329917193023283
-174,79,-12,0.043221862960766924
-201,80,-2,0.041741934804983456
-194,82,4,0.041587537839281485
-184,77,3,0.04148019592004639
-181,70,-1,0.04143482582947207
-190,74,-5,0.04096588930549326
-189,73,-10,0.04094352009598216
-203,56,2,0.04228256823220732
-203,59,5,0.04233442071940469
-196,66,-6,0.04238612929018636
-195,44,5,0.04471825485735414
-193,44,6,0.04487093817596238
-190,45,3,0.04501420730368232
