gx,gy,gz,time,ang
-203,67,-5,3193146724,0.0014766779738016116
-208,70,-8,3193147281,0.0016220099497830283
-202,69,-10,3193147816,0.0017174420350246865
-189,67,-9,3193148366,0.001710485161625619
-191,67,-7,3193154026,0.0018061476051037387
-196,64,-7,3193154562,0.001859297901021229
-178,49,3,3193163751,0.0029035771021249804
-185,48,2,3193164355,0.0030893537193509174
-193,58,-6,3193165472,0.0032406854439185093
-168,71,-4,3193173754,0.003980202635767074
-173,70,-1,3193174303,0.004074892304420153
-185,61,-6,3193175397,0.004208729299699645
-188,72,9,3193182341,0.004508994206516682
-184,65,7,3193182876,0.0045977450870158965
-188,75,-6,3193183972,0.00455154538220173
-193,57,-8,3193191707,0.004906162250735755
-190,52,-9,3193192263,0.004988400032005097
-188,52,-6,3193192798,0.005087024120901837
-186,60,-6,3193193358,0.005152077102041147
-195,46,-6,3193199009,0.00640174373653507
-192,50,-7,3193199566,0.006520752438800206
-193,66,-1,3193208731,0.006648564255721687
-188,63,0,3193209340,0.006703258274946536
-197,63,7,3193210473,0.006783126469548207
-198,76,6,3193218737,0.006088732236916812
-186,81,5,3193219294,0.006046148885188158
-184,73,2,3193220387,0.006055687617735808
-185,70,8,3193227335,0.00683581535657934
-188,71,3,3193227870,0.006863291296895757
-198,74,-2,3193228963,0.0067785453150289955
-192,53,-6,3193236720,0.007795220647338867
-186,62,-2,3193237276,0.007850202942296528
-188,67,0,3193237811,0.007877275263933963
-186,67,3,3193238371,0.007925140156873756
-211,52,-8,3193244023,0.008590923283708462
-202,55,-12,3193244559,0.008644253557381926
-188,62,-14,3193253730,0.00875917271172633
-198,63,-11,3193254337,0.008772859862406054
-197,72,-14,3193255481,0.008636735046605044
-190,80,-11,3193263750,0.00686045965951029
-197,84,-12,3193264299,0.006706124333503275
-183,77,-9,3193265392,0.006536137964439681
-188,75,-2,3193273706,0.005723582887490773
-187,74,-2,3193274264,0.00568098187112685
-188,71,-2,3193274799,0.005662145976063372
-196,70,-9,3193280558,0.005257306572443763
-201,57,0,3193289728,0.006908182827485686
-202,55,3,3193290276,0.007040236539048458
-203,54,8,3193290811,0.0071921064950076765
-203,53,6,3193291371,0.007354714826636022
-193,50,-8,3193296024,0.008466353714125704
-193,50,-7,3193296561,0.00859954553327304
-193,65,-4,3193305425,0.008976310417185208
-190,64,-7,3193305960,0.008995769485755525
-189,64,-7,3193306560,0.009015670218450312
-200,65,-5,3193307101,0.009050171888996343
-171,92,-6,3193313021,0.006618203073123103
-175,88,-6,3193313590,0.006436617356409009
-175,86,0,3193322728,0.004746870604474662
-179,88,-6,3193323275,0.004652952325632735
-186,77,-7,3193324368,0.004546847363165574
-207,53,1,3193332771,0.005907758294269238
-209,61,0,3193333320,0.005972548874405702
-211,60,-1,3193333855,0.006043038335965089
-203,51,4,3193340567,0.008058404512961337
-199,72,-15,3193349727,0.007205807696010781
-203,64,-15,3193350283,0.007241160473303509
-205,62,-16,3193350818,0.007295873027769754
-196,57,-13,3193351390,0.007370110395159299
-177,62,-2,3193357028,0.00745020064795071
-179,67,0,3193357565,0.007440457019791195
-174,89,-16,3193366739,0.0038909525374048065
-179,94,-15,3193367347,0.003649076506285214
-191,90,-3,3193368453,0.0032815984878566116
-189,86,-11,3193376747,0.0011610718909680173
-188,81,-9,3193377304,0.001110231439826934
-183,62,-12,3193378399,0.0012938285389472145
-201,48,-1,3193386712,0.0032418224937392544
-199,49,4,3193387269,0.0034062482779024217
-197,50,3,3193387804,0.00355541854494925
-203,51,0,3193388364,0.0037109630751637626
-200,50,-5,3193394015,0.005347138747645043
-200,50,-4,3193394551,0.005504721193643124
-194,57,-4,3193403731,0.007033530111274837
-189,62,-5,3193404343,0.007077365795365633
-182,71,2,3193405475,0.00697930164587636
-182,83,-11,3193413742,0.004858794841596483
-188,88,-9,3193414299,0.004689459298630458
-194,95,-9,3193415385,0.00426679886563455
-186,82,-7,3193423348,0.0026029865713372907
-181,84,-5,3193423883,0.00247809532638063
-174,83,-5,3193424432,0.0023598439494288102
-175,78,-5,3193424967,0.0022891561399469907
-197,86,-6,3193431033,0.0014227947616503528
-183,78,-3,3193431569,0.0013800172839231648
-198,60,-2,3193440751,0.0021580364776738483
-201,58,-8,3193441321,0.0022820320290119892
-199,55,-13,3193441909,0.0024333046199248895
-199,50,-17,3193442461,0.0026160393575446242
-202,60,-7,3193448001,0.0037548068083116826
-205,49,-3,3193448558,0.003930674469520172
