gx,gy,gz,time,ang
-212,88,2,792366829,0.002538028242028708
-199,46,3,792382011,0.005466666988453552
-194,42,0,792382559,0.005629391870826198
-184,36,-2,792383093,0.005762739628714442
-179,44,-2,792383654,0.0058391319278454845
-201,38,3,792399199,0.013130447248998228
-202,45,4,792399735,0.013346488943798814
-206,50,2,792400270,0.013538581156510597
-208,54,-1,792400851,0.013718327197900487
-205,57,2,792405839,0.015046350025822981
-183,47,0,792415023,0.017160195393588724
-188,52,3,792415587,0.01728609070048952
-194,52,8,792416177,0.017452306201357036
-198,48,6,792416732,0.017645956742577747
-196,47,-3,792421296,0.01905746787982087
-191,52,-6,792421832,0.01916552171094166
-186,73,0,792427216,0.018724302539776357
-191,71,-2,792427752,0.018704958555544927
-194,62,2,792428839,0.018835932223858206
-207,32,-2,792437005,0.02356198987116131
-213,32,3,792437560,0.02391549546646996
-213,44,6,792438709,0.024475314811848572
-210,86,1,792445311,0.02384997294419762
-203,84,-3,792445876,0.023785567682184722
-190,64,-8,792447112,0.023811810832491696
-194,59,1,792451363,0.024467005946387375
-199,60,6,792451927,0.024580316034074474
-207,51,15,792453013,0.02503094512933199
-205,65,1,792457285,0.025724344757146175
-197,58,5,792458930,0.026067670425210614
-186,51,0,792465924,0.02740209862859048
-187,53,2,792466485,0.027506952169592338
-193,55,4,792467020,0.02762121376416185
-200,57,3,792467580,0.027751295275232766
-198,46,-8,792473298,0.02950553144309799
-195,49,-11,792473834,0.029632710117912554
-199,63,10,792483014,0.031303531886563485
-203,56,3,792483649,0.03147331849962017
-200,54,-4,792484199,0.03160271466455015
-191,59,-9,792484756,0.03164906631146031
-201,62,10,792490296,0.03284750392936167
-202,57,9,792490857,0.033005897949494566
-191,57,-9,792499999,0.033978947844958106
-189,65,-19,792500549,0.03394856837132529
-184,73,-21,792501642,0.03372980639285556
-198,60,1,792510023,0.03516522804335813
-192,61,1,792510579,0.035229520606356764
-187,62,0,792511114,0.035262740151640916
-190,50,-4,792516830,0.036496734712019564
-193,79,-6,792532003,0.03442545082584974
-193,75,-7,792532551,0.03437675909740404
-197,70,-6,792533086,0.034381126278152804
-205,66,-3,792533647,0.034456085794228895
-198,55,-9,792552999,0.038136764934434804
-209,49,-2,792553557,0.03835060452961708
-211,45,1,792554091,0.03859658479500742
-204,44,4,792554642,0.038833204768868854
-210,72,7,792568989,0.04107652467576623
-216,71,4,792569547,0.04120288067284661
-214,71,-1,792570081,0.04130274825629825
-210,68,-3,792570641,0.04140156883233144
-190,49,5,792587220,0.04557162732291526
-183,45,3,792587756,0.045699106133496224
-186,44,1,792588313,0.045847041931141565
-197,47,-1,792588904,0.04603083670932267
-192,61,5,792595306,0.046884723947040706
-187,59,5,792595857,0.04694952167095377
-203,55,4,792605004,0.04960123295588514
-199,59,9,792605558,0.04973213130871576
-198,59,8,792606643,0.04997423644164019
-190,69,10,792615001,0.050427716767291526
-182,70,5,792615559,0.050401545268138004
-183,69,2,792616094,0.050377891714881516
-180,79,0,792622839,0.049067233791510255
-199,59,1,792630489,0.050560060155517374
-206,58,-4,792631024,0.05068445096165781
-210,60,-9,792631582,0.05080262557468367
-186,66,-1,792637836,0.050794179025418676
-206,54,4,792646992,0.05378876383186426
-203,58,0,792647550,0.05391891276910568
-200,62,-6,792648114,0.053990415122340076
-204,69,-3,792648725,0.054050277443547304
-189,67,-13,792653289,0.05376945379353038
-202,72,-10,792653825,0.05377267313895959
-199,84,10,792661668,0.053554916119134106
-199,80,10,792662203,0.05356868790430271
-208,73,7,792662738,0.05365440557840422
-210,68,4,792663289,0.05377169955544384
