gx,gy,gz,time,ang
-189,64,4,678516934,0.00030574634418010404
-197,55,-4,678530857,0.0031573754580912655
-198,46,1,678531414,0.0033515447518290067
-199,48,11,678531949,0.0035363341531794153
-192,47,13,678532509,0.003717946910189903
-192,62,5,678547253,0.005574873612612755
-189,64,1,678547816,0.005615013471549426
-191,66,-3,678548367,0.0056302319156255705
-199,62,-11,678548902,0.005662758217607172
-192,60,0,678555157,0.006470234001690181
-206,60,0,678555694,0.006577331869319319
-210,73,7,678564882,0.008183502482278
-204,68,5,678565498,0.008306016769668566
-207,69,3,678566626,0.008536400033381361
-218,84,2,678574888,0.010745204920587115
-215,78,1,678575443,0.010918986969984076
-210,80,-2,678576529,0.011163671012785013
-216,57,2,678583705,0.014106745580262587
-216,53,0,678584240,0.014329031734215767
-214,66,0,678585355,0.01471171992613067
-209,52,2,678592869,0.017317111067012395
-216,50,2,678593426,0.017569515289573852
-219,48,5,678593961,0.01784846512138607
-219,53,9,678594511,0.018136312939610603
-213,68,11,678600171,0.02034113484122584
-208,70,8,678600707,0.020501309391947078
-208,64,0,678606385,0.02204430629032612
-207,56,9,678608004,0.022609321395637604
-200,67,8,678615870,0.024239922096991686
-198,68,8,678616428,0.02434010299911133
-191,68,8,678616963,0.024387581553203475
-182,72,11,678617523,0.02437549039801343
-193,68,-3,678623150,0.024590155197534082
-190,73,-4,678623706,0.02457540366577358
-173,74,16,678632895,0.023862527595505452
-177,76,12,678633499,0.023839035259573964
-195,87,8,678634610,0.02395566458110396
-177,60,-4,678642903,0.022888356434681893
-179,61,-7,678643458,0.022815049588147788
-189,75,-1,678644551,0.02279939221901057
-194,81,4,678652418,0.02341429086660682
-192,86,4,678652952,0.023443041629851134
-195,84,5,678653509,0.023501048799069984
-203,79,10,678654044,0.02363858182255247
-201,73,2,678660168,0.024671085340370193
-208,71,8,678660704,0.024839246454850507
-227,63,11,678666380,0.028110863553609353
-246,72,3,678668002,0.02926932881915046
-243,68,8,678675898,0.03521656433196273
-242,75,12,678676446,0.03564290271755659
-234,75,9,678676981,0.035992019307044223
-229,72,7,678677605,0.03635205619435126
-242,60,12,678683147,0.04080144616250702
-246,63,17,678683704,0.04129932385633387
-232,69,-2,678692895,0.04647797997206286
-232,61,-3,678693526,0.046840252682649304
-221,56,12,678694606,0.04742163609784421
-206,67,2,678702899,0.04951924087338127
-206,72,2,678703454,0.04965658011646672
-204,78,9,678704549,0.04994499526103481
-192,72,6,678711452,0.05055525222761703
-190,65,0,678711987,0.05056896936927983
-184,67,-4,678712545,0.0505212231599016
-182,80,-6,678713080,0.05044723565401936
-193,65,6,678720838,0.0513062270479415
-192,69,11,678721392,0.051379769010243784
-179,68,3,678730217,0.05053493260428201
-187,67,-2,678730829,0.05051785008434602
-180,73,-4,678737249,0.049623419258941794
-201,65,-9,678751842,0.05109718364651986
-200,70,-6,678752421,0.051160465017964785
-199,68,-8,678752994,0.05120793192190132
-191,71,4,678759728,0.05165174105173465
-223,74,2,678774882,0.058855517744613325
-220,70,7,678775503,0.05915166677208425
-218,62,9,678776038,0.059401175040020085
-221,62,7,678776584,0.05967014330277566
-215,66,1,678782178,0.06173017324886439
-214,65,-3,678782747,0.061916558220815716
-248,47,6,678791895,0.06985399573178595
-254,44,2,678792442,0.07036645401469979
-244,59,5,678793537,0.0712485398818073
-243,44,20,678801447,0.07842477328461434
-243,41,21,678801982,0.07891823507182726
-249,43,20,678802540,0.07947423111906712
