gx,gy,gz,time,ang
-190,110,-22,367508834,0.007285156421879081
-185,123,-17,367509927,0.008191879255404221
-133,111,-20,367518264,0.015315090867207035
-133,106,-19,367518812,0.015828926297456653
-134,103,-17,367519347,0.01630618459575367
-107,129,-19,367527076,0.027860790239854657
-95,189,7,367541478,0.061075717984835194
-93,195,8,367542042,0.062446105303439914
-88,198,9,367542577,0.06379058953164815
-138,190,12,367549061,0.07649576676033765
-154,169,17,367558219,0.0910351477553585
-153,164,18,367558777,0.09189897518464857
-147,165,22,367559312,0.09276157097730776
-148,171,24,367559908,0.09376427752521056
-158,162,41,367565522,0.10220156405415129
-166,160,38,367566077,0.10299369718670245
-171,140,54,367571502,0.10928845235042536
-174,150,56,367572059,0.11000779076815244
-172,162,55,367573156,0.11161906208044745
-182,129,55,367581207,0.11958970357569108
-185,127,57,367581765,0.1201326650898497
-180,125,62,367582331,0.12069788543203072
-174,95,58,367587532,0.12409478885284078
-176,92,62,367588068,0.12443145031959979
-167,98,69,367589166,0.12530866624510656
-170,97,75,367597225,0.13193719037858959
-172,98,75,367597822,0.13244858926974984
-173,105,68,367599012,0.13353815120190746
-137,111,72,367607231,0.14416501999805753
-138,109,73,367607787,0.14488218839186984
-132,94,79,367608882,0.146178333472915
-133,79,64,367617239,0.154085515787805
-132,76,65,367617789,0.15460949126555254
-132,84,67,367618883,0.15577352049048415
-118,106,66,367627225,0.16783273529105544
-119,107,66,367627820,0.1687047802698145
-116,112,61,367628415,0.16960726843016113
-109,190,60,367635233,0.18631948760597514
-93,228,71,367639503,0.1994762096382034
-89,224,78,367640052,0.2011846441643054
-46,205,72,367649265,0.23074626426987646
-36,204,70,367649859,0.23269196051752997
-28,205,73,367650466,0.2347395239953242
-18,203,82,367651002,0.236610883370282
-4,195,89,367656524,0.25635936031751294
1,190,84,367657060,0.25826095419654627
-12,185,108,367666243,0.29082839445225145
-9,187,114,367666799,0.29285737798396305
-14,198,115,367667893,0.2969364329509855
-68,184,111,367676275,0.32268014219892843
-75,181,111,367676832,0.32434053843469685
-77,186,115,367677367,0.32596763955269037
-122,170,98,367684071,0.34178583752534364
-194,148,93,367693228,0.3552966653363192
-199,142,100,367693785,0.3560987081804637
-200,140,104,367694320,0.3568698362557647
-207,135,105,367694908,0.3576572713804792
-229,146,112,367700531,0.36520398363204276
-234,151,117,367701068,0.3659649451888201
-281,160,133,367706485,0.37298454266560543
-287,164,131,367707049,0.3737345587938736
-298,170,127,367708147,0.3751558130443425
-315,139,114,367714689,0.38043935244870664
-343,127,115,367721837,0.3850114941969479
-338,125,112,367722372,0.38539349052112504
-329,128,108,367722931,0.385829340630335
-328,129,105,367723466,0.386247515539883
-311,122,104,367729522,0.39140890374428106
-306,134,109,367730059,0.39200419795022484
-219,116,96,367738193,0.4025169144620222
-221,120,92,367738744,0.40323558573794444
-224,131,92,367739279,0.40399068549080003
-224,139,89,367739865,0.40485419452525906
-175,145,93,367744537,0.41341903461847995
-169,140,93,367745074,0.41439150596541324
-104,114,69,367754275,0.4295151336284337
-105,120,70,367754862,0.43052569425957177
-106,123,73,367755467,0.43160110500933324
-101,131,77,367756030,0.43268720272653677
-74,127,78,367760528,0.44190270416927224
-79,125,78,367761065,0.44298059245483473
-92,105,62,367766481,0.45153045259585733
-92,105,64,367767045,0.45243553200883546
-92,115,77,367768142,0.4544476221347654
-128,157,77,367776215,0.47116360818935943
-138,150,82,367776769,0.47226347929042894
-150,139,79,367777334,0.4732641299632909
-176,110,64,367782538,0.4793722266971159
-183,106,63,367783074,0.47995253588108583
-172,100,54,367784172,0.4810493085540727
-211,56,49,367792225,0.4832160452221014
-208,55,46,367792831,0.48336953507792074
-216,62,40,367794010,0.4836337954374586
-243,99,60,367802239,0.48907471349461873
-248,100,61,367802793,0.48944424272300396
-260,99,60,367803878,0.49007932396925674
-297,95,49,367812258,0.4923391904011918
-304,100,51,367812816,0.4925283312401747
-307,105,54,367813351,0.49274830135598974
-302,113,57,367813911,0.49305835490295485
-282,84,62,367819518,0.4953774803549568
-283,80,63,367820075,0.49559754380869203
-269,67,34,367828194,0.4959549621157384
-278,75,27,367828742,0.4959735006828702
-285,77,25,367829277,0.4959774361652789
-283,77,25,367829864,0.49598812903003525
-275,108,27,367835538,0.4983169506658218
-277,104,27,367836075,0.4985175817255613
-264,116,31,367841494,0.5017820540314312
-262,121,30,367842047,0.5021485420186538
-273,122,30,367843144,0.5028469846319097
-267,105,26,367849608,0.5057516211694884
-259,95,22,367856846,0.5082700828215887
-257,100,18,367857381,0.5084712695543626
-249,107,20,367857939,0.5087490417416926
-241,111,26,367858474,0.5090854154480936
-244,96,20,367864531,0.5115171839180028
-250,103,21,367865067,0.5117720234182588
-230,102,26,367873147,0.5164490304829379
-233,103,30,367873709,0.5168018319001969
-236,102,29,367874244,0.5171223640871772
-235,104,24,367874821,0.5174522919308864
-237,96,29,367880520,0.520509109548731
-235,91,35,367881057,0.520806724925559
-253,70,28,367886506,0.5219768819163989
-254,74,28,367887059,0.52212173510163
-253,87,21,367888156,0.5224864358848066
-224,52,15,367896206,0.5221833458818613
-220,50,15,367896764,0.522157048630934
-217,56,11,367897314,0.5221469632751119
-233,66,8,367902531,0.5222765399641571
-232,69,2,367903068,0.5222752784782548
-223,81,-4,367904165,0.5223647586387846
-242,60,-4,367912225,0.5209309799466835
-249,56,1,367912821,0.5208264499824432
-259,45,4,367914011,0.5204953894450813
-230,72,-2,367922230,0.5205310063023239
-226,71,3,367922786,0.5205626280886037
-203,66,4,367923874,0.5206194153841016
-190,55,6,367932261,0.5204295205178895
-190,57,7,367932811,0.5204350407732063
-194,58,9,367933346,0.5204541376301415
-181,49,8,367939062,0.520173231408561
-164,56,2,367948230,0.5200979134113517
-160,50,-3,367948788,0.5200326520964677
-160,44,-2,367949323,0.5199419628517504
-161,44,2,367949909,0.5198671523322673
-179,52,2,367954527,0.5195215111649703
-180,54,-1,367955063,0.5194745340267419
-196,79,-15,367964266,0.5194386706524624
-205,77,-13,367964843,0.5194275590615909
-211,77,-11,367965403,0.5194228513216096
-218,77,-7,367965963,0.519435356350651
-203,106,-3,367971524,0.5216726314294842
