gx,gy,gz,time,ang
-223,73,3,126319814,0.013949009442328481
-216,68,4,126320378,0.014119944598001909
-207,10,0,126326360,0.01280715588484433
-199,8,5,126326896,0.012733689650014344
-168,-29,-11,126336100,0.013410282868739873
-177,-31,-11,126336702,0.014013738168449329
-180,-20,-7,126337796,0.015068545381117389
-226,30,6,126346091,0.021588629915853193
-230,35,6,126346646,0.022015120210802503
-233,36,1,126347181,0.022432778968215866
-234,41,0,126347740,0.022841298383873266
-258,93,7,126356096,0.027237866985703945
-225,143,-4,126362747,0.02739423779613784
-217,137,0,126363282,0.027471003076392386
-211,132,5,126363818,0.027526526615247484
-205,127,6,126364353,0.027554056670779415
-167,166,12,126370904,0.025399093618521062
-178,132,7,126380084,0.027304419330105346
-173,128,3,126380690,0.027471852061269356
-165,124,-7,126381234,0.027540857146241018
-167,121,-11,126381780,0.02761165183570316
-183,64,3,126387365,0.027091674732630106
-189,60,0,126387924,0.02705623622150595
-228,7,-3,126397084,0.02844189639642314
-235,0,-7,126397641,0.028671210002898028
-234,-11,-2,126398735,0.029138924595774513
-214,11,-4,126406799,0.03169967373107681
-217,19,-6,126407334,0.03193918180524714
-214,27,-2,126407896,0.032171441188890273
-201,34,0,126408431,0.0322901857520272
-155,67,-1,126415443,0.028714382047341017
-151,74,-3,126416007,0.028384608433235838
-156,101,2,126422984,0.024863768734978513
-219,88,-2,126431057,0.0284097758246507
-218,88,1,126431615,0.028662504558113217
-212,86,0,126432150,0.02885493205624914
-212,85,-1,126432723,0.02905818129913343
-231,72,0,126438359,0.032522737924320394
-232,73,2,126438895,0.03286609903040381
-228,66,-1,126444314,0.03589771749357329
-206,52,5,126445976,0.03630023366282597
-186,62,1,126454089,0.03588749677253675
-182,60,-2,126454647,0.035819138543844956
-180,59,-7,126455215,0.03572024676797226
-179,51,-9,126455832,0.035593934288032064
-141,81,-16,126460362,0.032164282974935864
-144,86,-12,126460899,0.03179796004160779
-153,118,7,126470081,0.02913000744980372
-163,112,-3,126470687,0.029066595553719897
-167,107,-5,126471232,0.029022399956492837
-167,106,-6,126471776,0.028976927151100684
-174,97,0,126476354,0.029031384051000957
-180,95,-1,126476911,0.029080685422194153
-207,65,-1,126486122,0.03097466535514705
-198,60,1,126486744,0.031021291898639905
-205,56,11,126487815,0.031230431972787694
-198,-5,-3,126496082,0.029520808370780353
-188,-6,-5,126496638,0.02942011429263903
-185,-9,-2,126497173,0.02932075630317017
-196,-7,9,126505082,0.03108972287902274
-201,42,-10,126512741,0.03259704523081837
-200,52,-13,126513276,0.03267200854206288
-200,51,-12,126513812,0.03275329022748509
-197,54,-3,126514347,0.03283488804950047
-169,95,-3,126520360,0.030485792884753792
-169,98,-7,126520896,0.030264819171126372
-176,134,-4,126528425,0.028037221174786575
-200,143,6,126537096,0.03170987886134071
-207,141,4,126537646,0.03207261839859514
-209,138,2,126538254,0.03247993079919482
-207,135,-2,126538812,0.032823054331683754
-244,95,-2,126544377,0.03756307793067605
-239,91,6,126544913,0.038002648387439726
-237,12,6,126554113,0.04200931810894765
-235,3,5,126554675,0.042290583244237144
-229,1,1,126555760,0.0427379011141454
-177,-14,-18,126564073,0.04032556873443771
-172,-18,-16,126564631,0.04022968598933719
-167,-15,-12,126565166,0.04012101677600427
-125,16,-10,126571911,0.035040936217314494
-149,98,-3,126580688,0.029182041408247417
-152,100,-2,126581223,0.02886089490795983
-154,90,-9,126582319,0.028218582036563137
-248,50,1,126598133,0.04191558575981582
-249,40,10,126598715,0.04248935356472689
-251,30,13,126599250,0.043061414007307355
-254,25,18,126599812,0.0437125410358248
-239,9,8,126605380,0.04921978060141909
-234,3,3,126605945,0.049757786306062673
-167,5,-1,126615077,0.05084044663349376
-163,15,-1,126615626,0.050889383884986567
-164,20,6,126616721,0.05100942044729977
-122,97,-6,126625058,0.04227245920679568
-122,102,-7,126625614,0.0416750368198781
-122,105,-9,126626149,0.04108162179625491
-119,104,-17,126626707,0.0404220504249121
-148,179,-13,126632895,0.03209752771384477
-179,210,1,126641693,0.029965847012328878
-171,205,-6,126642228,0.030134326741609693
-172,202,-10,126642819,0.030347255203501195
-182,196,-7,126643387,0.030658356995119363
-214,131,26,126649355,0.036109628748736994
-211,124,18,126649892,0.03654235504683654
-229,7,-1,126659093,0.037940777104654086
-224,3,0,126659712,0.038086345884271955
-228,-18,9,126660793,0.03843886466584696
-221,-43,-9,126667860,0.040737026364991456
-211,-34,-4,126668395,0.04099555642443177
-202,-26,-2,126669519,0.041447212259693986
-196,3,-5,126677058,0.04389584790859151
-206,8,-1,126677615,0.04419133776258924
-205,20,4,126678150,0.044455266054598985
-171,82,-1,126683910,0.042725142215353666
-198,87,6,126699063,0.04400553416181226
-203,83,6,126699618,0.044107173802044194
-210,81,8,126700152,0.04426492912332092
-214,82,6,126700712,0.04444888417746107
-223,19,2,126716279,0.0550491978350676
-215,22,6,126716815,0.05539182925153669
-209,20,4,126717350,0.055694637456339145
-208,16,1,126717927,0.056018438442253946
-189,23,-8,126723361,0.057355229488469904
-186,26,-5,126723897,0.057477899180289165
-157,67,-10,126733073,0.05353656747140244
-153,70,-10,126733665,0.05324621771319675
-151,77,-8,126734256,0.05291981717680651
-159,116,-10,126739327,0.04906949763333288
-159,116,-10,126739891,0.048648272537059355
-158,117,-7,126741038,0.04779986042773341
-183,139,-2,126745373,0.045562925269372404
-180,140,-1,126745909,0.04529531115376244
-186,140,-10,126747006,0.044772124413832846
-212,120,8,126752323,0.04550110159315306
-208,106,15,126753985,0.04590663097089749
-207,72,2,126760800,0.04757085122602752
-210,65,-6,126761335,0.047699740639854576
-221,54,-12,126761897,0.04790587186354175
-225,51,-13,126762432,0.0481309296051788
-188,29,-8,126768375,0.04855724350235577
-187,34,-10,126768911,0.048582099909847444
-178,46,-6,126774395,0.04816102992614091
-189,49,-12,126776050,0.04817684663673448
-196,63,-8,126784074,0.04866754065240903
-200,64,-10,126784630,0.04871901002973983
-202,68,-3,126785165,0.04879857805677533
-210,73,3,126785785,0.04896457151087472
-195,88,-8,126791354,0.048590461681329154
-196,84,-9,126791910,0.04856948683751438
-182,58,15,126801093,0.049314026170910776
-185,56,10,126801703,0.049374241159382166
-182,39,10,126802791,0.04953255131870893
-167,51,7,126811082,0.048723377275478916
-170,51,4,126811638,0.04868423245117181
-177,57,1,126812173,0.048657724304231556
-182,64,0,126812733,0.0486348033535764
-229,67,-4,126821088,0.05238329751560946
-259,93,13,126827952,0.05824440403258836
-254,89,15,126828514,0.05872721641995078
-251,87,15,126829049,0.05917268191364133
-252,92,11,126829599,0.059612030912107275
-228,128,-8,126835359,0.061160905311815505
-226,134,-1,126835896,0.06134220889566875
-138,108,-11,126844694,0.05424696052555453
-138,108,-9,126845252,0.05382480845140897
-136,100,-4,126845861,0.05338018236785325
-130,95,-2,126846396,0.05296150723494973
-117,68,-11,126852357,0.047097093492424066
-116,67,-9,126852906,0.0465723736360088
-196,23,-2,126862078,0.048109460810992495
